"1    11.04.2022 02:30:07.646 GMT+0530
Name: Local time, dtype: object","86    11.04.2022 02:34:02.390 GMT+0530
Name: Local time, dtype: object",1.0921233720930232,1.09201
"1    11.04.2022 02:30:07.646 GMT+0530
Name: Local time, dtype: object","86    11.04.2022 02:34:02.390 GMT+0530
Name: Local time, dtype: object",1.0921233720930232,1.09201
"87    11.04.2022 02:34:38.966 GMT+0530
Name: Local time, dtype: object","186    11.04.2022 02:37:35.516 GMT+0530
Name: Local time, dtype: object",1.0913162,1.091315
"187    11.04.2022 02:38:35.129 GMT+0530
Name: Local time, dtype: object","261    11.04.2022 02:41:35.811 GMT+0530
Name: Local time, dtype: object",1.0909556,1.09096
"262    11.04.2022 02:42:40.962 GMT+0530
Name: Local time, dtype: object","315    11.04.2022 02:46:05.610 GMT+0530
Name: Local time, dtype: object",1.091130740740741,1.091175
"316    11.04.2022 02:46:15.103 GMT+0530
Name: Local time, dtype: object","400    11.04.2022 02:50:02.382 GMT+0530
Name: Local time, dtype: object",1.0909964705882353,1.09098
"401    11.04.2022 02:50:06.275 GMT+0530
Name: Local time, dtype: object","428    11.04.2022 02:53:42.524 GMT+0530
Name: Local time, dtype: object",1.0911807142857144,1.0912350000000002
"429    11.04.2022 02:54:39.017 GMT+0530
Name: Local time, dtype: object","494    11.04.2022 02:58:02.819 GMT+0530
Name: Local time, dtype: object",1.0908719696969698,1.09083
"495    11.04.2022 02:58:12.857 GMT+0530
Name: Local time, dtype: object","592    11.04.2022 03:02:04.786 GMT+0530
Name: Local time, dtype: object",1.0907635714285715,1.09077
"593    11.04.2022 03:02:08.349 GMT+0530
Name: Local time, dtype: object","648    11.04.2022 03:06:05.663 GMT+0530
Name: Local time, dtype: object",1.090759642857143,1.09076
"649    11.04.2022 03:06:58.944 GMT+0530
Name: Local time, dtype: object","662    11.04.2022 03:09:57.217 GMT+0530
Name: Local time, dtype: object",1.0907492857142855,1.0907550000000001
"663    11.04.2022 03:10:31.689 GMT+0530
Name: Local time, dtype: object","691    11.04.2022 03:13:38.933 GMT+0530
Name: Local time, dtype: object",1.090771724137931,1.09078
"692    11.04.2022 03:14:38.928 GMT+0530
Name: Local time, dtype: object","766    11.04.2022 03:18:04.884 GMT+0530
Name: Local time, dtype: object",1.0907310666666665,1.09078
"767    11.04.2022 03:18:08.302 GMT+0530
Name: Local time, dtype: object","800    11.04.2022 03:21:59.663 GMT+0530
Name: Local time, dtype: object",1.090710882352941,1.09071
"801    11.04.2022 03:22:59.785 GMT+0530
Name: Local time, dtype: object","856    11.04.2022 03:25:34.659 GMT+0530
Name: Local time, dtype: object",1.0910526785714285,1.09114
"857    11.04.2022 03:26:06.609 GMT+0530
Name: Local time, dtype: object","950    11.04.2022 03:30:05.738 GMT+0530
Name: Local time, dtype: object",1.0910055319148935,1.09104
"951    11.04.2022 03:30:06.825 GMT+0530
Name: Local time, dtype: object","1508    11.04.2022 03:34:04.561 GMT+0530
Name: Local time, dtype: object",1.0909123835125447,1.09084
"1509    11.04.2022 03:34:06.483 GMT+0530
Name: Local time, dtype: object","1841    11.04.2022 03:38:05.734 GMT+0530
Name: Local time, dtype: object",1.0910003903903904,1.09087
"1842    11.04.2022 03:38:05.878 GMT+0530
Name: Local time, dtype: object","2179    11.04.2022 03:42:01.754 GMT+0530
Name: Local time, dtype: object",1.0905534319526626,1.09053
"2180    11.04.2022 03:42:08.135 GMT+0530
Name: Local time, dtype: object","2457    11.04.2022 03:46:05.764 GMT+0530
Name: Local time, dtype: object",1.0902437050359712,1.09024
"2458    11.04.2022 03:46:06.224 GMT+0530
Name: Local time, dtype: object","2586    11.04.2022 03:49:30.104 GMT+0530
Name: Local time, dtype: object",1.0901274418604652,1.09013
"2587    11.04.2022 03:50:11.517 GMT+0530
Name: Local time, dtype: object","2690    11.04.2022 03:54:00.083 GMT+0530
Name: Local time, dtype: object",1.0902498076923075,1.09025
"2691    11.04.2022 03:54:07.771 GMT+0530
Name: Local time, dtype: object","2845    11.04.2022 03:58:00.819 GMT+0530
Name: Local time, dtype: object",1.0902925806451615,1.0903
"2846    11.04.2022 03:58:08.995 GMT+0530
Name: Local time, dtype: object","3069    11.04.2022 04:02:01.763 GMT+0530
Name: Local time, dtype: object",1.0900460267857142,1.0900050000000001
"3070    11.04.2022 04:02:15.279 GMT+0530
Name: Local time, dtype: object","3217    11.04.2022 04:06:04.993 GMT+0530
Name: Local time, dtype: object",1.089631554054054,1.089655
"3218    11.04.2022 04:06:06.695 GMT+0530
Name: Local time, dtype: object","3352    11.04.2022 04:10:05.749 GMT+0530
Name: Local time, dtype: object",1.0895765185185184,1.08958
"3353    11.04.2022 04:10:05.851 GMT+0530
Name: Local time, dtype: object","3535    11.04.2022 04:14:05.563 GMT+0530
Name: Local time, dtype: object",1.0893244808743168,1.08931
"3536    11.04.2022 04:14:06.911 GMT+0530
Name: Local time, dtype: object","3702    11.04.2022 04:18:05.483 GMT+0530
Name: Local time, dtype: object",1.0892137125748502,1.08925
"3703    11.04.2022 04:18:07.401 GMT+0530
Name: Local time, dtype: object","3968    11.04.2022 04:22:05.761 GMT+0530
Name: Local time, dtype: object",1.0889795112781955,1.08898
"3969    11.04.2022 04:22:05.914 GMT+0530
Name: Local time, dtype: object","4108    11.04.2022 04:25:53.980 GMT+0530
Name: Local time, dtype: object",1.0887885,1.0888
"4109    11.04.2022 04:26:11.951 GMT+0530
Name: Local time, dtype: object","4221    11.04.2022 04:30:03.082 GMT+0530
Name: Local time, dtype: object",1.0890961061946904,1.08913
"4222    11.04.2022 04:30:06.043 GMT+0530
Name: Local time, dtype: object","4397    11.04.2022 04:34:01.947 GMT+0530
Name: Local time, dtype: object",1.0891577272727273,1.08912
"4398    11.04.2022 04:34:10.978 GMT+0530
Name: Local time, dtype: object","4603    11.04.2022 04:37:57.136 GMT+0530
Name: Local time, dtype: object",1.088845631067961,1.088845
"4604    11.04.2022 04:38:12.346 GMT+0530
Name: Local time, dtype: object","4741    11.04.2022 04:42:05.719 GMT+0530
Name: Local time, dtype: object",1.0890791304347824,1.08912
"4742    11.04.2022 04:42:06.025 GMT+0530
Name: Local time, dtype: object","4895    11.04.2022 04:46:02.052 GMT+0530
Name: Local time, dtype: object",1.088824220779221,1.0888550000000001
"4896    11.04.2022 04:46:06.525 GMT+0530
Name: Local time, dtype: object","5023    11.04.2022 04:50:01.013 GMT+0530
Name: Local time, dtype: object",1.088751875,1.088765
"5024    11.04.2022 04:50:06.576 GMT+0530
Name: Local time, dtype: object","5156    11.04.2022 04:53:59.172 GMT+0530
Name: Local time, dtype: object",1.0889136842105265,1.0889
"5157    11.04.2022 04:54:06.027 GMT+0530
Name: Local time, dtype: object","5253    11.04.2022 04:58:03.335 GMT+0530
Name: Local time, dtype: object",1.0887470103092782,1.08873
